study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
3,58,6,11,8,62,43.72
4,82,7,4,12,84,97.93
8,95,6,6,1,58,100.0
6,84,5,6,19,85,93.65
10,54,6,8,8,36,89.42
4,83,7,2,6,36,76.65
9,56,5,7,14,88,100.0
8,94,9,11,13,79,90.44
11,66,4,1,11,47,100.0
10,83,5,6,12,56,100.0
1,76,7,5,10,59,81.06
2,70,7,3,18,86,100.0
3,100,4,11,8,55,58.0
10,52,5,2,17,37,100.0
7,82,7,10,2,69,93.23
9,75,9,7,6,67,94.68
9,58,7,9,20,94,100.0
1,100,9,4,5,39,91.9
8,86,7,7,2,50,88.5
9,81,4,4,13,86,100.0
8,90,4,1,14,43,100.0
10,72,5,10,4,42,78.42
4,89,9,7,19,55,100.0
5,74,6,4,18,43,100.0
1,81,4,6,8,35,60.6
1,95,9,2,18,36,85.7
3,49,6,6,9,86,68.35
3,55,8,2,11,40,68.82
8,98,5,11,20,95,100.0
5,94,9,4,20,63,100.0
5,55,4,10,1,55,69.76
11,75,5,5,8,70,96.82
9,66,9,3,3,82,91.86
2,94,7,8,6,45,60.23
11,85,7,4,15,56,100.0
6,75,7,3,16,51,100.0
3,56,9,3,9,37,51.59
3,56,9,10,17,42,81.47
11,53,9,9,14,92,100.0
4,54,9,5,11,64,84.48
2,46,6,10,14,72,67.88
6,79,9,4,4,72,97.34
4,80,7,7,9,62,75.3
2,53,4,7,12,46,52.22
1,75,4,5,17,54,96.59
4,75,6,9,10,61,70.3
4,58,7,8,4,58,63.17
7,58,8,9,12,47,66.39
1,57,8,1,3,61,42.62
4,43,7,9,18,57,76.2
7,69,9,11,3,77,78.81
10,78,7,11,1,63,93.26
7,87,8,4,14,83,100.0
6,86,5,11,18,81,100.0
1,97,4,11,18,74,73.5
8,53,4,7,5,56,78.17
11,88,9,5,3,95,100.0
11,43,9,1,9,65,94.57
6,44,8,10,5,42,66.36
11,69,5,6,6,73,100.0
9,52,9,6,9,44,100.0
5,66,8,2,20,60,100.0
11,92,8,4,3,42,96.98
4,95,9,11,1,85,61.3
7,77,9,5,7,50,94.59
3,99,6,7,19,78,100.0
1,40,9,10,0,85,64.4
11,85,9,10,0,35,94.17
10,41,9,9,9,61,90.7
10,85,7,5,17,92,100.0
6,68,7,6,11,69,92.65
9,54,6,11,11,59,66.52
4,52,4,5,8,77,71.48
1,67,8,1,18,72,86.95
9,48,5,6,20,50,100.0
2,100,7,10,7,86,79.37
1,89,5,2,16,36,60.94
6,53,5,3,5,64,69.22
5,96,5,9,7,55,82.26
9,44,7,7,16,61,100.0
9,77,6,1,16,41,100.0
3,86,7,3,7,85,100.0
7,67,4,10,11,50,85.4
9,91,4,7,12,44,92.73
2,56,6,7,11,73,69.48
4,78,4,11,6,52,63.36
3,99,8,11,9,86,100.0
2,57,7,6,9,95,97.99
11,56,4,2,16,68,100.0
10,90,8,5,19,95,100.0
6,54,5,7,18,67,96.04
11,42,9,9,12,61,100.0
7,54,4,7,16,40,90.28
7,86,6,3,1,92,100.0
1,43,9,9,19,57,67.06
9,45,8,8,20,63,100.0
2,72,4,9,19,66,89.04
10,40,6,6,9,45,100.0
11,48,5,9,11,46,100.0
10,43,5,7,0,42,69.81
8,66,7,11,5,56,71.32
11,97,4,3,10,85,100.0
11,54,7,7,14,76,100.0
11,99,9,4,15,58,100.0
11,59,4,4,13,52,100.0
5,78,4,4,18,92,100.0
10,52,9,6,15,66,100.0
9,83,9,6,11,56,100.0
2,76,9,6,18,68,100.0
8,48,9,11,3,59,76.21
1,53,5,6,20,39,60.6
3,78,4,9,17,93,97.09
5,79,9,1,10,75,100.0
5,44,4,8,2,63,40.39
1,67,7,2,15,35,76.63
9,49,8,6,10,56,100.0
9,68,4,6,2,83,94.08
2,42,8,2,12,36,76.52
9,96,7,9,5,69,100.0
7,93,7,4,13,50,91.16
8,54,9,8,0,88,94.71
4,71,4,9,0,67,59.17
4,91,4,2,4,57,86.65
6,69,4,5,9,39,83.36
9,41,7,8,8,64,87.61
1,87,7,8,2,69,62.05
7,42,9,3,18,85,100.0
2,72,7,9,4,42,40.16
3,91,4,7,10,69,76.14
10,94,4,5,5,65,100.0
11,60,8,10,0,56,100.0
8,67,8,2,4,62,81.71
1,52,5,6,3,74,52.17
3,42,6,9,8,85,73.38
5,97,8,6,17,60,100.0
5,82,5,5,1,81,79.68
2,57,9,3,13,64,82.71
5,53,4,3,3,35,59.2
3,72,9,11,11,38,58.29
3,62,6,11,11,69,65.46
3,80,6,4,4,64,92.24
6,55,5,8,5,50,60.92
3,97,5,11,2,56,84.38
2,86,6,11,9,50,65.09
5,52,6,10,7,63,76.59
9,67,8,8,4,89,100.0
9,41,8,10,14,92,100.0
3,97,6,4,18,76,99.21
1,49,8,1,17,89,100.0
11,90,9,1,19,76,100.0
10,62,6,9,19,48,100.0
8,85,8,9,7,39,92.47
7,46,9,3,5,74,90.98
11,80,4,6,9,47,100.0
3,49,6,11,19,61,72.75
9,86,4,8,6,68,79.25
7,80,7,8,20,72,100.0
7,68,9,5,18,74,100.0
9,80,4,7,20,71,100.0
3,62,6,6,19,83,90.8
5,49,8,8,1,43,46.01
3,88,5,6,2,95,73.13
3,70,6,5,6,71,80.09
1,94,4,7,11,66,75.5
11,40,5,8,7,50,86.44
9,49,5,7,8,69,88.61
6,70,5,5,4,37,63.72
1,95,7,3,19,46,67.27
4,92,8,1,8,83,84.79
3,69,9,7,10,41,63.01
6,96,9,8,11,91,100.0
3,60,6,11,2,38,57.3
11,55,8,9,19,93,100.0
4,82,9,6,20,93,100.0
11,42,6,11,13,43,89.83
9,76,6,9,17,59,100.0
5,84,9,10,14,87,98.06
3,48,9,9,10,38,65.19
11,52,4,11,19,35,95.76
1,72,4,10,14,79,71.63
10,61,4,1,8,44,100.0
8,92,7,11,9,67,92.21
1,59,8,9,11,93,90.65
11,82,8,6,16,60,100.0
7,83,7,2,18,70,100.0
7,97,8,8,9,66,100.0
6,79,4,6,5,51,66.44
5,81,4,1,17,62,100.0
8,58,5,10,2,90,100.0
5,57,5,11,3,68,66.63
10,50,6,4,15,95,100.0
9,90,6,3,12,64,100.0
7,89,7,9,15,51,97.61
2,100,6,2,8,49,61.56
3,59,9,11,7,45,55.08
6,56,7,7,7,41,72.3
6,54,7,3,0,91,75.24
1,59,6,8,12,47,59.92
6,86,4,5,15,72,96.72
11,89,5,8,7,48,100.0
5,98,4,11,1,63,46.86
3,78,8,4,19,36,78.21
5,76,8,7,10,56,87.1
3,78,7,2,11,43,89.16
11,52,4,11,9,70,88.1
11,57,5,8,8,93,100.0
6,88,7,3,12,58,94.93
7,75,4,10,1,37,50.44
11,45,5,7,14,38,78.41
11,60,7,8,4,90,92.13
5,93,5,9,17,66,100.0
1,43,7,9,18,66,81.88
4,72,8,6,4,72,86.47
10,47,6,4,7,69,100.0
3,93,9,8,13,69,98.52
3,71,9,3,3,60,68.24
4,59,7,10,12,71,86.85
1,99,6,5,14,77,72.76
2,41,9,8,10,85,76.32
6,80,8,8,4,81,87.19
1,51,8,4,8,40,61.98
1,49,4,5,5,95,66.0
4,40,9,5,2,63,75.0
2,75,5,1,11,92,94.38
3,98,6,10,0,50,65.18
2,78,6,9,16,54,79.93
6,99,5,5,8,81,100.0
3,52,8,10,12,86,81.73
7,45,9,5,11,35,92.62
9,45,5,2,18,75,100.0
1,94,8,5,20,48,98.09
7,66,4,10,10,41,74.86
3,87,9,10,7,79,85.97
2,85,8,9,15,78,81.79
11,95,7,1,9,35,100.0
10,72,4,2,12,40,83.96
6,79,6,2,2,52,55.51
1,77,5,9,15,71,86.07
9,53,8,1,9,84,100.0
8,55,8,5,18,81,100.0
3,68,5,10,10,39,63.64
7,80,5,5,18,36,94.52
5,100,4,6,9,77,76.36
3,78,7,2,4,68,75.91
5,68,6,4,16,85,100.0
1,81,6,8,19,92,91.28
9,97,6,9,9,42,95.55
7,48,9,7,17,59,91.31
10,71,6,8,6,68,97.2
8,64,9,2,19,51,100.0
5,69,8,3,10,58,88.4
3,80,5,2,6,46,88.44
2,47,4,2,2,75,88.29
8,62,4,8,9,84,100.0
10,63,5,4,0,51,74.03
5,73,7,2,1,68,66.67
4,49,8,7,9,86,68.04
3,53,9,2,0,43,51.76
4,100,9,10,11,91,100.0
8,42,8,5,6,51,92.68
7,69,8,1,0,54,62.1
8,62,9,2,8,91,100.0
9,42,9,8,3,74,69.27
7,99,4,4,7,45,94.45
10,98,7,5,10,46,100.0
3,99,9,8,9,49,90.14
1,85,5,10,1,76,80.05
10,47,7,4,16,54,97.83
1,81,9,7,17,74,87.06
5,90,7,8,13,53,85.72
6,75,8,2,0,47,76.06
2,84,5,11,12,70,67.43
6,86,7,11,16,61,82.48
10,77,9,2,9,94,100.0
7,96,7,5,13,42,100.0
5,43,7,7,9,59,61.44
9,78,7,10,4,66,100.0
6,69,5,7,3,54,69.19
2,85,8,11,6,57,64.23
5,85,9,7,7,70,87.2
2,46,8,7,16,43,98.88
11,71,5,1,8,43,100.0
1,69,5,9,16,42,56.78
9,92,6,8,10,70,100.0
4,60,7,11,16,86,97.42
1,45,6,7,19,49,81.65
8,97,4,3,9,63,96.03
4,96,5,6,6,60,88.51
8,97,9,7,11,85,100.0
9,85,4,6,5,54,76.94
10,50,9,9,17,60,100.0
3,41,9,9,3,37,65.43
4,100,9,9,1,95,100.0
2,96,4,4,4,51,90.2
8,50,7,8,18,40,72.88
4,66,6,4,19,67,89.56
10,64,8,2,16,45,100.0
5,72,6,4,11,76,91.12
11,56,4,5,3,92,90.62
9,70,5,7,1,75,93.38
4,60,5,9,0,67,68.09
5,54,8,8,7,81,94.64
6,91,7,8,12,90,100.0
11,46,6,4,4,84,100.0
4,73,9,1,4,61,100.0
1,97,4,4,13,85,98.06
11,61,7,10,16,82,100.0
10,60,7,11,10,88,100.0
5,68,5,6,5,43,61.96
6,52,5,4,14,90,100.0
3,96,5,7,8,68,80.43
11,76,4,3,3,78,100.0
6,80,7,6,19,63,100.0
6,63,6,11,16,59,88.24
2,66,4,1,14,90,86.62
1,84,6,6,19,63,72.79
3,89,4,3,5,70,87.52
5,45,4,5,9,85,79.42
5,88,6,6,16,77,100.0
9,78,7,11,6,51,94.22
6,78,6,4,6,52,65.75
2,43,6,1,13,88,87.92
9,90,6,10,20,36,100.0
5,80,8,2,12,42,87.41
10,56,4,3,5,73,100.0
11,62,6,1,3,55,86.38
5,89,6,5,20,88,100.0
7,92,5,9,20,67,100.0
2,47,9,6,12,56,84.85
6,51,7,8,2,53,66.9
3,78,5,8,20,37,94.25
5,94,6,6,19,80,100.0
7,72,4,6,19,92,100.0
8,90,7,1,3,73,100.0
9,44,7,6,10,84,100.0
7,56,6,3,5,89,84.15
4,68,7,3,4,49,73.02
4,44,7,5,8,37,52.15
11,70,7,8,3,41,65.07
9,70,9,5,12,51,100.0
7,52,4,7,12,78,86.8
2,62,9,7,19,85,96.56
1,80,6,7,7,47,52.37
3,44,6,9,3,63,56.02
6,70,9,7,18,79,100.0
1,100,9,1,12,88,100.0
11,66,8,4,19,39,100.0
9,87,5,11,5,41,58.33
11,77,9,10,8,77,100.0
8,69,7,11,2,77,92.75
11,92,7,6,8,63,100.0
5,61,7,4,4,57,77.5
3,43,7,8,9,51,73.05
10,100,4,3,8,43,100.0
2,67,9,6,12,93,79.69
6,45,9,6,12,69,82.79
1,52,9,1,15,45,57.29
8,52,4,1,15,78,100.0
5,77,8,5,19,49,100.0
5,93,8,5,19,48,84.63
9,95,7,5,11,35,100.0
4,50,5,3,16,93,92.01
5,99,9,6,3,62,100.0
2,70,6,2,0,94,84.71
6,67,5,7,18,80,100.0
11,73,4,9,17,48,93.38
10,43,4,5,4,64,83.01
2,90,7,6,0,88,64.58
5,93,6,10,0,63,63.93
1,86,4,5,10,68,77.32
4,40,8,3,5,64,57.46
11,87,4,8,11,60,100.0
1,65,5,11,8,91,95.59
9,85,5,6,9,88,100.0
6,58,7,4,10,91,100.0
5,62,5,6,8,60,89.16
9,100,9,4,6,72,100.0
10,61,8,10,8,78,100.0
6,92,9,1,4,78,100.0
3,100,6,3,2,87,73.88
5,73,6,2,3,95,92.22
10,72,7,7,10,69,100.0
2,99,9,6,11,69,72.03
6,79,7,5,10,81,97.08
9,83,8,6,9,44,92.25
8,42,9,4,11,86,100.0
10,78,6,10,4,90,97.74
8,60,6,6,9,38,75.24
7,97,4,2,4,81,100.0
2,90,4,3,7,50,66.67
11,41,7,3,15,62,100.0
1,91,6,6,15,69,77.23
5,56,7,7,1,49,72.28
2,50,6,4,6,52,54.35
5,97,8,9,9,81,100.0
10,42,4,6,3,72,78.02
7,87,7,6,18,69,100.0
9,42,8,7,16,66,98.1
11,67,7,6,19,35,100.0
8,63,4,10,1,88,75.74
8,69,7,2,0,36,55.34
11,51,7,4,18,89,100.0
11,99,7,1,20,53,100.0
1,62,4,4,9,62,55.94
10,59,6,5,15,53,100.0
7,80,9,1,14,54,100.0
1,93,7,5,19,47,93.99
9,70,6,6,11,50,94.99
11,69,6,5,13,61,100.0
7,57,5,4,1,67,73.06
11,46,5,7,9,84,100.0
2,95,8,10,13,49,88.02
1,76,6,9,6,58,66.71
4,47,9,2,11,78,100.0
8,91,7,2,8,64,100.0
11,95,4,10,8,75,100.0
11,49,8,9,19,69,100.0
9,94,9,11,19,91,100.0
9,56,7,6,8,52,100.0
5,75,9,10,9,92,100.0
1,72,7,2,5,93,79.92
3,93,9,2,9,39,77.29
6,68,6,9,17,59,100.0
10,83,9,2,19,38,100.0
4,95,6,6,4,93,82.42
2,100,6,4,7,82,100.0
10,47,9,4,14,76,100.0
10,59,6,4,11,50,100.0
4,83,7,9,0,59,62.24
2,52,7,10,11,95,78.38
8,92,8,11,19,68,100.0
5,98,6,1,0,69,82.54
4,92,5,6,15,71,84.21
7,57,9,9,0,37,49.62
5,79,5,3,9,35,73.95
11,70,8,1,6,69,100.0
3,83,7,7,8,45,70.32
4,69,7,4,19,50,89.32
11,100,9,8,2,89,100.0
6,49,5,1,8,91,98.29
3,83,6,6,1,38,43.43
10,60,4,3,18,88,100.0
3,65,7,2,6,90,100.0
8,48,5,9,12,70,83.37
3,92,8,11,1,46,55.04
9,77,9,2,16,82,100.0
2,76,5,4,11,53,74.31
4,46,8,10,10,48,49.23
10,77,9,10,18,35,100.0
7,52,9,11,0,86,81.04
9,98,6,2,14,40,100.0
5,93,4,3,7,54,73.6
10,57,5,9,14,95,100.0
11,88,4,3,17,46,100.0
3,63,9,3,18,72,100.0
10,74,6,10,17,60,100.0
7,42,9,10,2,67,61.1
9,45,8,9,16,59,100.0
10,53,8,9,3,87,98.45
7,84,8,11,7,92,96.52
7,93,8,1,17,67,100.0
1,43,8,5,5,94,77.63
9,43,6,2,19,74,100.0
4,81,4,2,5,62,63.78
10,94,5,5,5,68,100.0
10,84,6,3,1,58,86.18
2,90,8,3,1,78,79.96
2,76,9,9,6,79,74.24
8,46,4,7,4,77,82.78
2,47,8,2,19,87,98.66
11,96,5,11,19,59,100.0
3,66,9,8,20,94,100.0
5,80,7,8,10,79,93.49
1,57,8,9,9,90,88.37
3,97,5,8,6,37,66.22
6,50,6,7,2,54,78.07
9,47,6,5,16,73,100.0
3,67,8,5,15,80,87.25
4,85,9,10,12,63,87.78
3,73,6,1,9,65,88.14
4,62,5,11,1,74,63.01
4,78,5,8,14,44,76.86
6,62,9,3,2,48,71.84
3,52,7,7,19,66,75.73
6,55,8,7,14,92,97.4
8,96,7,5,17,88,100.0
6,88,9,9,7,60,88.71
9,92,9,3,2,61,96.04
2,40,5,3,0,40,54.72
2,81,5,5,15,94,100.0
7,50,4,5,0,37,55.18
2,100,4,10,16,63,70.45
8,97,4,1,0,45,72.13
5,43,9,4,20,52,94.58
6,71,5,1,7,55,100.0
5,50,6,7,12,77,83.49
8,47,7,11,6,51,72.45
10,47,4,3,15,76,100.0
5,64,8,3,3,90,84.59
11,56,4,6,6,86,100.0
9,100,6,4,20,78,100.0
1,60,7,11,2,72,58.86
8,97,5,5,0,92,100.0
5,47,9,3,8,45,81.18
9,63,5,10,7,59,84.65
5,73,9,6,10,40,97.18
9,77,8,2,8,46,100.0
1,75,5,6,20,60,82.09
4,89,6,10,4,75,91.28
9,99,8,4,2,46,85.9
4,43,9,11,9,66,73.31
9,95,5,5,17,42,100.0
10,40,7,2,2,38,87.87
8,64,8,9,5,60,94.01
9,54,7,6,16,68,90.7
5,55,5,8,16,89,88.55
7,69,9,3,11,48,100.0
2,70,5,5,13,77,86.64
2,67,4,8,8,89,65.63
2,80,6,10,19,77,93.58
10,62,9,4,18,52,100.0
7,61,8,5,12,44,97.24
5,45,7,6,10,72,100.0
4,53,7,8,10,71,85.02
8,77,9,9,5,69,96.04
9,92,7,6,1,72,100.0
8,85,5,7,8,35,84.34
5,62,6,6,11,59,95.68
6,42,7,7,19,78,100.0
2,83,8,6,1,79,83.89
6,78,7,7,4,51,80.34
3,61,6,6,16,43,81.97
10,89,5,2,15,76,100.0
10,40,8,10,16,79,100.0
8,92,5,9,17,68,100.0
6,69,5,2,19,54,99.31
3,67,8,11,1,67,67.68
6,87,4,11,18,72,99.93
10,97,6,8,13,59,100.0
5,67,8,5,15,80,97.56
7,78,8,11,14,63,100.0
4,94,7,6,17,35,87.64
9,46,7,8,20,56,100.0
9,53,8,4,2,37,90.19
7,78,9,10,18,79,100.0
6,85,6,9,3,77,99.3
7,52,6,8,17,36,80.73
4,87,7,3,6,60,87.85
4,92,5,11,6,73,76.1
8,81,9,5,8,82,100.0
3,77,8,5,3,45,59.16
4,43,6,8,19,68,79.8
10,75,8,4,14,58,100.0
8,68,8,7,3,46,89.52
10,56,8,9,20,88,100.0
7,67,5,11,0,71,55.89
8,58,8,3,13,47,100.0
8,58,7,5,5,45,86.83
1,97,4,11,0,55,52.81
4,79,5,2,9,55,79.35
6,54,4,7,16,73,82.43
8,43,7,10,0,46,75.58
2,68,7,1,11,79,90.71
10,69,7,11,7,45,100.0
11,57,5,9,0,46,87.09
8,68,7,8,4,54,83.75
8,52,6,9,16,61,100.0
3,44,8,11,13,48,60.92
10,64,9,11,6,95,100.0
7,94,5,9,5,75,81.85
3,74,6,10,18,37,53.24
3,52,5,10,0,76,53.98
3,62,8,4,20,93,100.0
2,45,9,4,2,67,70.51
1,90,8,10,14,44,71.66
10,59,4,10,2,49,69.88
1,86,6,1,3,78,81.74
4,99,9,10,14,52,82.62
11,94,8,2,10,65,100.0
10,68,4,3,2,69,100.0
8,54,8,2,11,62,100.0
10,87,5,3,9,86,100.0
1,74,9,4,0,86,64.42
4,41,8,1,15,55,92.58
2,90,7,11,13,60,71.97
10,72,4,11,13,55,100.0
2,94,8,4,11,45,80.43
9,56,7,10,15,63,92.52
6,96,8,5,4,54,90.46
7,89,9,1,8,90,100.0
1,68,9,3,12,51,75.58
7,94,7,4,11,74,100.0
1,67,9,5,11,52,76.52
9,55,7,6,1,49,64.73
2,61,5,7,0,80,57.53
3,91,9,5,7,88,91.0
3,90,7,11,5,41,58.0
1,91,6,4,6,93,90.04
3,48,8,7,13,95,93.62
10,41,6,8,14,75,85.67
11,67,8,11,14,76,100.0
11,66,5,1,12,87,100.0
7,92,4,6,1,56,88.74
4,45,6,9,20,85,100.0
8,40,6,3,13,94,100.0
11,85,6,8,15,63,100.0
3,65,6,8,0,63,58.03
2,89,9,6,0,49,63.18
7,99,7,6,18,94,100.0
11,54,6,5,2,83,92.41
5,62,4,7,4,72,72.69
2,87,5,10,12,86,91.47
9,74,5,10,8,56,96.24
1,51,4,7,20,55,68.02
3,85,4,9,2,43,48.02
2,89,5,6,0,79,72.77
1,82,4,1,20,91,100.0
2,52,7,1,5,58,80.07
1,56,5,10,0,56,51.15
9,61,7,3,20,77,100.0
10,94,7,5,13,58,100.0
6,92,6,10,18,62,83.24
9,74,7,10,11,42,99.95
3,95,8,2,2,85,81.57
5,91,6,5,2,75,94.56
9,68,5,3,1,51,87.84
2,59,4,4,8,89,65.7
2,72,8,2,13,70,100.0
10,98,4,10,14,38,100.0
8,97,9,9,10,57,100.0
6,90,6,1,8,94,100.0
9,72,6,2,6,92,100.0
3,84,5,8,8,74,88.85
6,81,5,6,20,38,97.35
7,100,5,7,2,92,100.0
4,47,4,7,5,68,59.7
6,96,7,7,16,40,100.0
7,95,8,1,13,45,100.0
5,57,7,8,15,53,97.56
6,40,4,11,19,53,95.82
4,78,9,8,20,43,75.31
3,72,7,8,7,49,61.49
5,44,8,9,2,67,66.02
5,91,8,8,10,52,87.75
2,57,7,10,6,78,67.17
7,89,6,2,11,95,100.0
4,71,6,11,4,35,68.9
8,48,6,10,12,87,95.29
5,93,4,11,8,74,78.06
8,44,4,3,5,47,80.67
5,95,4,2,14,83,100.0
3,90,5,4,13,76,100.0
3,42,8,11,15,89,81.75
2,92,8,1,18,95,100.0
5,66,8,1,18,63,100.0
7,45,9,5,4,44,72.05
5,91,5,1,0,50,68.95
2,70,7,10,18,65,93.56
7,82,5,3,19,55,100.0
4,55,4,10,7,62,56.21
4,69,8,8,9,92,100.0
2,61,8,10,8,58,66.49
3,73,5,5,15,60,89.06
4,69,4,7,3,71,58.75
3,77,7,10,4,54,65.96
7,50,4,5,14,48,88.57
5,52,5,11,8,50,65.02
8,71,4,6,16,37,100.0
1,55,6,5,1,61,63.08
7,79,7,11,19,37,92.94
10,95,8,6,13,64,100.0
6,52,8,3,0,90,95.68
7,55,7,11,3,75,76.55
3,76,8,10,6,36,63.26
2,96,8,8,14,87,100.0
5,48,7,1,7,80,91.31
1,70,9,1,2,41,71.15
11,54,4,2,9,75,100.0
9,50,8,10,12,46,77.68
6,96,5,5,12,47,79.65
4,65,9,1,19,73,100.0
2,44,4,5,14,53,49.23
9,78,4,3,5,74,100.0
11,42,4,7,9,47,78.59
2,47,5,3,0,59,47.48
8,56,9,5,3,90,100.0
7,59,4,2,14,80,100.0
11,71,4,6,20,51,100.0
3,54,4,2,15,51,69.82
9,83,6,1,0,67,100.0
11,61,5,3,9,50,100.0
4,83,9,10,16,94,100.0
9,64,6,3,6,84,100.0
10,96,8,3,17,35,100.0
1,82,6,5,20,45,75.38
10,43,6,2,18,49,100.0
11,62,9,3,19,83,100.0
9,77,5,8,20,45,100.0
7,90,8,5,8,92,100.0
3,53,5,2,0,82,80.63
10,71,9,5,14,52,100.0
8,83,6,5,11,81,100.0
8,66,5,2,13,44,100.0
4,53,7,10,19,58,93.49
5,83,9,2,10,44,82.37
10,81,9,4,0,82,100.0
3,95,8,9,18,68,97.57
1,96,8,7,8,59,64.72
10,42,9,2,17,46,100.0
11,73,4,10,1,90,74.79
8,81,7,5,9,64,100.0
8,90,9,1,14,61,100.0
4,76,6,5,15,88,91.1
7,49,6,3,19,42,93.54
1,51,6,7,13,44,74.71
1,79,6,5,5,71,76.6
6,54,6,3,5,68,64.99
4,95,6,6,5,64,78.98
6,42,6,11,19,63,100.0
4,70,4,2,20,49,96.29
5,87,9,3,9,76,100.0
6,74,8,9,3,82,100.0
6,89,8,4,6,48,82.02
7,85,9,11,13,53,98.84
6,81,7,2,9,82,99.59
9,59,8,7,12,64,100.0
10,57,4,6,19,37,100.0
1,86,4,7,0,52,69.89
8,58,6,5,4,66,97.34
3,82,8,5,14,41,81.61
2,72,8,5,9,80,76.41
9,87,8,1,17,57,100.0
11,63,9,5,17,48,100.0
5,65,6,9,19,94,100.0
11,58,8,8,4,79,100.0
5,40,6,7,8,39,66.75
11,52,9,4,14,52,100.0
1,68,8,9,6,47,64.27
11,44,8,7,15,85,100.0
3,48,4,4,13,74,76.93
8,93,5,5,8,55,79.03
8,62,7,7,0,58,94.12
3,95,7,5,0,71,96.5
9,56,7,6,1,73,96.29
6,83,6,9,1,78,91.0
3,47,5,7,4,50,49.81
3,70,4,11,5,85,50.37
9,85,7,8,0,40,63.28
4,57,6,11,16,94,67.9
5,61,7,10,3,80,61.93
3,86,7,7,15,66,82.95
5,89,5,8,6,46,76.83
7,62,6,5,8,91,100.0
5,98,6,3,5,90,100.0
11,60,8,7,15,86,100.0
6,91,6,7,12,62,100.0
1,66,8,9,6,55,38.95
10,73,4,6,10,76,100.0
3,96,8,8,13,75,100.0
11,66,4,3,6,76,100.0
9,87,9,9,9,68,100.0
1,42,8,2,19,57,83.57
3,84,6,5,8,86,80.17
5,43,6,2,2,50,79.37
8,59,6,6,19,74,100.0
11,48,8,8,9,56,93.25
2,69,7,3,2,72,79.18
1,87,4,8,20,65,100.0
7,57,7,8,17,74,100.0
2,63,8,2,8,88,76.99
7,67,6,10,18,66,89.28
3,53,9,6,14,36,73.57
8,54,9,7,16,66,100.0
5,41,4,7,17,92,100.0
2,77,9,7,12,51,74.24
11,93,7,2,13,77,100.0
2,87,7,8,17,59,80.31
8,80,8,1,14,85,100.0
6,57,7,6,20,79,100.0
7,50,5,11,16,74,100.0
3,64,4,10,12,42,43.66
10,58,7,1,12,42,94.95
1,87,6,9,6,59,73.55
6,84,7,10,3,88,85.88
6,74,4,6,2,70,77.87
5,86,9,9,15,52,100.0
5,79,5,9,10,95,77.75
8,79,5,9,6,94,100.0
11,62,5,2,19,38,100.0
10,83,7,5,5,66,100.0
4,53,8,2,10,58,95.29
5,46,6,11,9,65,73.85
4,59,6,11,13,49,82.66
5,80,4,6,14,60,84.26
11,89,9,3,14,69,100.0
8,74,8,1,13,53,92.21
8,40,5,4,7,63,85.25
5,92,6,6,20,78,100.0
11,76,7,11,15,79,100.0
2,91,6,5,13,92,89.84
3,61,6,11,18,86,94.54
7,86,4,8,10,89,91.94
2,73,4,8,6,51,69.69
7,44,8,4,6,56,66.85
5,71,4,9,8,50,72.33
7,87,9,5,6,40,96.09
3,63,5,7,12,69,77.25
3,43,5,8,5,88,71.97
9,70,4,5,18,83,100.0
1,44,4,2,3,71,59.07
3,42,8,2,15,81,86.53
4,63,8,3,17,68,100.0
3,99,8,5,10,67,97.77
7,76,8,8,9,45,67.47
1,61,5,3,13,91,93.05
1,64,5,10,7,64,47.82
2,47,6,4,8,41,59.38
6,92,6,4,20,75,100.0
10,71,4,2,9,83,95.02
9,79,5,4,20,36,92.1
3,67,8,11,4,47,69.83
3,49,6,7,10,94,89.85
5,90,5,9,13,45,81.78
7,53,7,6,2,91,84.9
11,73,7,8,19,63,100.0
10,74,8,7,10,40,100.0
8,75,4,2,2,80,81.73
4,94,9,9,11,54,84.45
9,84,5,5,2,86,97.68
4,57,4,6,17,60,85.27
2,65,5,10,3,43,38.37
7,85,5,11,3,53,63.12
1,77,8,11,7,89,98.96
4,82,5,1,0,73,62.03
11,97,8,2,0,78,100.0
8,86,7,2,7,89,100.0
6,62,6,8,15,60,98.26
7,53,9,6,4,47,58.46
2,98,5,10,13,48,71.61
1,66,9,9,20,77,83.28
8,48,9,2,9,76,100.0
5,86,7,10,20,75,100.0
4,61,8,5,11,70,90.29
11,71,6,4,7,45,100.0
10,75,7,5,15,83,100.0
10,77,6,7,10,86,100.0
8,45,6,2,6,47,73.43
3,42,4,8,8,68,61.71
6,95,4,1,1,36,79.56
11,52,5,8,3,79,88.26
11,78,9,5,18,82,100.0
8,79,8,3,13,60,100.0
11,42,5,4,10,62,97.91
8,64,6,9,4,70,100.0
11,79,9,11,7,68,100.0
8,73,4,8,10,47,82.48
6,86,7,6,12,61,100.0
3,77,5,10,6,88,89.11
1,97,5,3,10,36,55.72
3,83,4,7,12,75,79.27
4,94,6,8,14,94,100.0
5,77,9,7,7,63,87.35
3,86,7,1,1,90,90.14
10,78,6,10,16,78,100.0
5,64,5,4,5,45,80.99
7,48,9,3,12,76,96.12
1,59,8,10,4,59,48.11
5,48,7,2,1,64,77.99
1,69,5,3,8,38,63.07
8,76,9,2,0,67,100.0
1,67,5,4,13,46,60.28
2,82,8,4,4,83,95.53
